"V1","V2","V3","V4"
5.40875956913902,-2.89246479429348,19.5640180291393,1.26867303433385
1.67338518962368,0.193066395002415,13.9226035675506,-3.8103195665498
4.92425761708786,0.611212536828265,16.3367688464093,-2.00024959409959
4.17714667541108,-1.68066244030548,18.262266189585,-1.41373571114885
5.49357571683475,-2.75471125792509,15.5666900571182,-3.44132593013204
4.16090176078223,-1.19314215858042,13.4906072616305,-2.07239054681941
1.68963347668085,2.3016103790541,13.6057362216845,-2.11261802290324
1.03094845538585,2.00072459521089,15.062098127013,-2.03044493392038
4.85414351776813,-3.64094566599702,17.0789065156695,-4.22984228285158
3.93261833424735,-1.59660514509842,16.2408207043595,-0.626462558701144
3.18615564107287,1.2386755773286,11.9076674829708,-1.89447478851322
3.57608054162953,-1.1186113058302,14.0646888110894,1.33414640661727
3.03556063075794,1.3348747025748,15.1016352614499,0.247343539991647
3.80667255328852,-1.56162325087966,12.9280197435222,-3.12688473183017
2.64572562491019,-0.153766275041774,16.1570144441317,-0.798997252622217
1.06816901220479,-0.724883302039464,11.4232167616097,-1.83724686048071
3.71328352503592,3.78235908230525,15.3301546204501,0.385831368820797
5.61059703560358,0.31943368924394,14.5283867956988,-0.866984760882976
6.8586775808595,-2.87105376473872,14.3784738459683,-1.78212582289796
4.04659252534574,-1.96706691465974,14.6897487957113,-0.288994829871896
3.92167832934624,-0.505892233981747,15.5874121814512,-0.717678146167347
5.4871566532698,-3.91274613093425,15.7097098412979,-1.19351675675532
4.12303975622977,-3.7678600783597,14.7768144078354,2.08324554808299
3.39033561804493,-2.74397907044767,12.2277943288785,-1.74066921360687
1.43673734839653,-1.58313957075355,12.9563760269064,-1.65277084360704
2.14713983173634,0.79710806203313,12.9107333134308,-3.26549577015726
4.6521459995139,-1.47254150819326,16.2580151447273,-1.00738046907374
1.85320227974035,-0.817674087577551,14.7497975015825,0.388944074075038
5.61536928664204,-1.15815552554443,15.5197348855164,-4.0536721605248
2.02303742223468,-2.11910080645255,12.7768286929557,-1.3216880642405
3.75232739423975,0.982050742211645,14.3118379643449,-2.71906602411095
4.03917929573948,-2.70601494303982,15.9588979341496,1.21631551339439
4.02343863060921,-1.40389543873518,14.8477307892595,1.09025292418732
4.27060421438659,-1.58298728183024,14.9425159950854,-0.444836113120001
4.94044992851161,-0.263052231654741,15.0071277662298,1.19741673646937
3.85336457546257,1.34960668247694,16.9315846847788,-2.247567160449
3.66987988263983,-0.29052337173995,14.1928746231898,0.479387203326853
4.28317432376692,1.0123145799447,16.1294096618614,-1.82410764708083
3.39222031901409,0.0834004119100145,16.4631193826957,-0.465154100342532
6.3488018600604,-1.99812197786601,13.3312431191079,-1.39568440912834
0.787313366485874,-0.93892946027136,15.2971082491179,-1.36440500907058
5.58319016034714,1.00287350613231,15.0983874451938,-0.127417646636678
3.66995883162509,-3.4031438401504,16.65893105336,-2.90232211459828
4.67616381015858,-0.574089170022792,16.4873822759688,-1.32296208169467
5.5241631718695,-1.2964306363432,15.11153557437,-0.690079323554111
5.29603548946252,0.255430630186687,15.31923430301,-1.55179160225224
3.05190044284143,0.0640047018561172,14.0349896569747,-0.789601222877385
6.38878747134774,-0.609665055150595,14.8180334793126,-1.42491156423199
1.60821932847267,1.17797151492913,13.571406765317,1.48092551969417
5.33852779162847,-3.34948586116939,13.6647861306105,0.12469251810195
